country,ccode,year,tier,minstand,efforts,TRAFFICKING_FLOWS,source,source_order,transit,transit_order,destination,destination_order,internal,TRAFFICKING_TYPES,psource,ptransit,pdest,pinternal,lsource,ltransit,ldest,linternal,dsource,dtransit,ddest,dinternal,dssource,dstransit,dsdest,dsinternal,cpsource,cptransit,cpdest,cpinternal,clsource,cltransit,cldest,clinternal,cssource,cstransit,csdest,csinternal,PROSECUTION,domesticlaws,enforcement,convictinfo,prosnum,PROTECTION,protectprogress,victimid,victimservices,victimpunish,PREVENTION,preventprogress,INTERNATIONAL_LAWS,UNP_sign,UNP_rat,ILO182,ILO29,ILO105,CEDAW_sign,CEDAW_rat,UNCRC_sign,UNCRC_rat,conflict_sign,conflict_rat
Kyrgyzstan,703,2001,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,No,No mention,No,,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,25,,Yes,No mention,No,Yes,,Some,,13 Dec 2000Ê,Ê2 Oct 2003Ê,10-May-04,31-Mar-92,18-Feb-99,,10 Feb 1997 a,,12 Feb 2003 a,,13 Aug 2003 a
Kyrgyzstan,703,2002,Tier 3,No,No,,Yes,First mention,Yes,Second mention,Yes,Third mention,No,,Yes,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,No,No mention,,,No,No mention,No,Yes,,Some,,13 Dec 2000Ê,Ê2 Oct 2003Ê,10-May-04,31-Mar-92,18-Feb-99,,10 Feb 1997 a,,12 Feb 2003 a,,13 Aug 2003 a
Kyrgyzstan,703,2003,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,No,,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,3,,No,No,No,No mention,,Some,,13 Dec 2000Ê,Ê2 Oct 2003Ê,10-May-04,31-Mar-92,18-Feb-99,,10 Feb 1997 a,,12 Feb 2003 a,,13 Aug 2003 a
Kyrgyzstan,703,2004,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,No mention,No mention,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,7,,Yes,No mention,No,Yes,,Yes,,13 Dec 2000Ê,Ê2 Oct 2003Ê,10-May-04,31-Mar-92,18-Feb-99,,10 Feb 1997 a,,12 Feb 2003 a,,13 Aug 2003 a
Kyrgyzstan,703,2005,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,No,,Yes,No mention,Yes,No mention,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Yes,Some,Yes,17,,Yes,No mention,No,No mention,,Yes,,13 Dec 2000Ê,Ê2 Oct 2003Ê,10-May-04,31-Mar-92,18-Feb-99,,10 Feb 1997 a,,12 Feb 2003 a,,13 Aug 2003 a
Kyrgyzstan,703,2006,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,No,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Yes,Some,Yes,15,,Yes,No mention,No,No mention,,Yes,,13 Dec 2000Ê,Ê2 Oct 2003Ê,10-May-04,31-Mar-92,18-Feb-99,,10 Feb 1997 a,,12 Feb 2003 a,,13 Aug 2003 a
Kyrgyzstan,703,2007,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,No,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,No,,,Yes,No mention,No,No,,Some,,13 Dec 2000Ê,Ê2 Oct 2003Ê,10-May-04,31-Mar-92,18-Feb-99,,10 Feb 1997 a,,12 Feb 2003 a,,13 Aug 2003 a
Kyrgyzstan,703,2008,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,No,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,23,,Yes,No mention,No,No,,Some,,13 Dec 2000Ê,Ê2 Oct 2003Ê,10-May-04,31-Mar-92,18-Feb-99,,10 Feb 1997 a,,12 Feb 2003 a,,13 Aug 2003 a
Kyrgyzstan,703,2009,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,No,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,8,,Yes,No mention,No,No,,Some,,13 Dec 2000Ê,Ê2 Oct 2003Ê,10-May-04,31-Mar-92,18-Feb-99,,10 Feb 1997 a,,12 Feb 2003 a,,13 Aug 2003 a
Kyrgyzstan,703,2010,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,4,,Yes,No mention,No,No,,Yes,,13 Dec 2000Ê,Ê2 Oct 2003Ê,10-May-04,31-Mar-92,18-Feb-99,,10 Feb 1997 a,,12 Feb 2003 a,,13 Aug 2003 a
Kyrgyzstan,703,2011,Tier 2/2 Watch List,No,2,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Some,No,8,,Yes,No mention,No,No,,Some,,13 Dec 2000Ê,Ê2 Oct 2003Ê,10-May-04,31-Mar-92,18-Feb-99,,10 Feb 1997 a,,12 Feb 2003 a,,13 Aug 2003 a
Uzbekistan,704,2003,Tier 3,No,No,,Yes,First mention,Yes,Second mention,No,No mention,No,,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,0,,Yes,No,No,No mention,,Some,,28 Jun 2001Ê,12 Aug 2008Ê,24-Jun-08,13-Jul-92,15-Dec-97,,19 Jul 1995 a,,23 Dec 2008 a,,23 Dec 2008 a
Uzbekistan,704,2004,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,No,No mention,Yes,,Yes,Yes,No mention,No mention,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,101,,Yes,No,No,No,,Some,,28 Jun 2001Ê,12 Aug 2008Ê,24-Jun-08,13-Jul-92,15-Dec-97,,19 Jul 1995 a,,23 Dec 2008 a,,23 Dec 2008 a
Uzbekistan,704,2005,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,No,No mention,Yes,,Yes,Yes,No mention,No mention,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,251,,Yes,No mention,No,No,,Yes,,28 Jun 2001Ê,12 Aug 2008Ê,24-Jun-08,13-Jul-92,15-Dec-97,,19 Jul 1995 a,,23 Dec 2008 a,,23 Dec 2008 a
Uzbekistan,704,2006,Tier 3,No,No,,Yes,First mention,Yes,Second mention,No,No mention,Yes,,Yes,Yes,No mention,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,148,,No,No mention,No,No mention,,Some,,28 Jun 2001Ê,12 Aug 2008Ê,24-Jun-08,13-Jul-92,15-Dec-97,,19 Jul 1995 a,,23 Dec 2008 a,,23 Dec 2008 a
Uzbekistan,704,2007,Tier 3,No,No,,Yes,First mention,Yes,Second mention,No,No mention,Yes,,Yes,Yes,No mention,No mention,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,No mention,,,No,No mention,Yes,No mention,,Some,,28 Jun 2001Ê,12 Aug 2008Ê,24-Jun-08,13-Jul-92,15-Dec-97,,19 Jul 1995 a,,23 Dec 2008 a,,23 Dec 2008 a
Uzbekistan,704,2008,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,No,No mention,Yes,,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Yes,Yes,185,,Yes,No mention,Yes,No,,Yes,,28 Jun 2001Ê,12 Aug 2008Ê,24-Jun-08,13-Jul-92,15-Dec-97,,19 Jul 1995 a,,23 Dec 2008 a,,23 Dec 2008 a
Uzbekistan,704,2009,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,No,No mention,Yes,,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,400,,Yes,No,No,No,,Yes,,28 Jun 2001Ê,12 Aug 2008Ê,24-Jun-08,13-Jul-92,15-Dec-97,,19 Jul 1995 a,,23 Dec 2008 a,,23 Dec 2008 a
Uzbekistan,704,2010,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,No,No mention,Yes,,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,1198,,Yes,No mention,Yes,Yes,,Some,,28 Jun 2001Ê,12 Aug 2008Ê,24-Jun-08,13-Jul-92,15-Dec-97,,19 Jul 1995 a,,23 Dec 2008 a,,23 Dec 2008 a
Uzbekistan,704,2011,Tier 2/2 Watch List,No,2,,Yes,First mention,No,No mention,No,No mention,Yes,,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,632,,Yes,No mention,Yes,Yes,,Some,,28 Jun 2001Ê,12 Aug 2008Ê,24-Jun-08,13-Jul-92,15-Dec-97,,19 Jul 1995 a,,23 Dec 2008 a,,23 Dec 2008 a
Kazakhstan,705,2001,Tier 3,No,No,,Yes,First mention,Yes,Second mention,Yes,Third mention,No,,Yes,Yes,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,No mention,,,No,No mention,No,No mention,,Some,,,31 Jul 2008 a,26-Feb-03,18-May-01,18-May-01,,26 Aug 1998 a,Ê6 Sep 2000Ê,24 Aug 2001Ê,Ê6 Sep 2000Ê,10 Apr 2003Ê
Kazakhstan,705,2002,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,No,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,1,,No,No mention,No,Yes,,Some,,,31 Jul 2008 a,26-Feb-03,18-May-01,18-May-01,,26 Aug 1998 a,Ê6 Sep 2000Ê,24 Aug 2001Ê,Ê6 Sep 2000Ê,10 Apr 2003Ê
Kazakhstan,705,2003,Tier 3,No,No,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,0,,Yes,No,No,Yes,,Some,,,31 Jul 2008 a,26-Feb-03,18-May-01,18-May-01,,26 Aug 1998 a,Ê6 Sep 2000Ê,24 Aug 2001Ê,Ê6 Sep 2000Ê,10 Apr 2003Ê
Kazakhstan,705,2004,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,5,,Yes,No mention,No,No mention,,Yes,,,31 Jul 2008 a,26-Feb-03,18-May-01,18-May-01,,26 Aug 1998 a,Ê6 Sep 2000Ê,24 Aug 2001Ê,Ê6 Sep 2000Ê,10 Apr 2003Ê
Kazakhstan,705,2005,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,14,,Yes,No mention,No,No mention,,Yes,,,31 Jul 2008 a,26-Feb-03,18-May-01,18-May-01,,26 Aug 1998 a,Ê6 Sep 2000Ê,24 Aug 2001Ê,Ê6 Sep 2000Ê,10 Apr 2003Ê
Kazakhstan,705,2006,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,13,,Yes,No mention,No,Yes,,Some,,,31 Jul 2008 a,26-Feb-03,18-May-01,18-May-01,,26 Aug 1998 a,Ê6 Sep 2000Ê,24 Aug 2001Ê,Ê6 Sep 2000Ê,10 Apr 2003Ê
Kazakhstan,705,2007,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,7,,Yes,No mention,No,Yes,,Yes,,,31 Jul 2008 a,26-Feb-03,18-May-01,18-May-01,,26 Aug 1998 a,Ê6 Sep 2000Ê,24 Aug 2001Ê,Ê6 Sep 2000Ê,10 Apr 2003Ê
Kazakhstan,705,2008,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,22,,Yes,Yes,No mention,Yes,,Some,,,31 Jul 2008 a,26-Feb-03,18-May-01,18-May-01,,26 Aug 1998 a,Ê6 Sep 2000Ê,24 Aug 2001Ê,Ê6 Sep 2000Ê,10 Apr 2003Ê
Kazakhstan,705,2009,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,30,,No,Yes,No,No,,Yes,,,31 Jul 2008 a,26-Feb-03,18-May-01,18-May-01,,26 Aug 1998 a,Ê6 Sep 2000Ê,24 Aug 2001Ê,Ê6 Sep 2000Ê,10 Apr 2003Ê
Kazakhstan,705,2010,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Third mention,Yes,Second mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,35,,Yes,Yes,No,No,,Yes,,,31 Jul 2008 a,26-Feb-03,18-May-01,18-May-01,,26 Aug 1998 a,Ê6 Sep 2000Ê,24 Aug 2001Ê,Ê6 Sep 2000Ê,10 Apr 2003Ê
Kazakhstan,705,2011,Tier 2/2 Watch List,No,2,,Yes,Second mention,Yes,Third mention,Yes,First mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,48,,Yes,Yes,Yes,No,,Yes,,,31 Jul 2008 a,26-Feb-03,18-May-01,18-May-01,,26 Aug 1998 a,Ê6 Sep 2000Ê,24 Aug 2001Ê,Ê6 Sep 2000Ê,10 Apr 2003Ê
China,710,2001,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,Yes,Second mention,Yes,,Yes,No mention,Yes,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Yes,No mention,,,Yes,No mention,Yes,No mention,,Yes,,,Ê8 Feb 2010 a,8-Aug-02,,,17 Jul 1980Ê,Ê4 Nov 1980Ê,Ê6 Sep 2000Ê,Ê3 Dec 2002Ê,15 Mar 2001Ê,20 Feb 2008Ê
China,710,2002,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Yes,No mention,,,No mention,No mention,Yes,No mention,,Yes,,,Ê8 Feb 2010 a,8-Aug-02,,,17 Jul 1980Ê,Ê4 Nov 1980Ê,Ê6 Sep 2000Ê,Ê3 Dec 2002Ê,15 Mar 2001Ê,20 Feb 2008Ê
China,710,2003,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Yes,No mention,,,Yes,No mention,Yes,No mention,,Yes,,,Ê8 Feb 2010 a,8-Aug-02,,,17 Jul 1980Ê,Ê4 Nov 1980Ê,Ê6 Sep 2000Ê,Ê3 Dec 2002Ê,15 Mar 2001Ê,20 Feb 2008Ê
China,710,2004,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Yes,No mention,774,,Yes,No mention,Yes,No mention,,Yes,,,Ê8 Feb 2010 a,8-Aug-02,,,17 Jul 1980Ê,Ê4 Nov 1980Ê,Ê6 Sep 2000Ê,Ê3 Dec 2002Ê,15 Mar 2001Ê,20 Feb 2008Ê
China,710,2005,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Yes,No,3144,,No,No mention,Yes,Yes,,Yes,,,Ê8 Feb 2010 a,8-Aug-02,,,17 Jul 1980Ê,Ê4 Nov 1980Ê,Ê6 Sep 2000Ê,Ê3 Dec 2002Ê,15 Mar 2001Ê,20 Feb 2008Ê
China,710,2006,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Yes,No,,,No,No mention,Yes,Yes,,Some,,,Ê8 Feb 2010 a,8-Aug-02,,,17 Jul 1980Ê,Ê4 Nov 1980Ê,Ê6 Sep 2000Ê,Ê3 Dec 2002Ê,15 Mar 2001Ê,20 Feb 2008Ê
China,710,2007,Tier 2/2 Watch List,No,2,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Yes,No,,,Yes,No,Yes,Yes,,Yes,,,Ê8 Feb 2010 a,8-Aug-02,,,17 Jul 1980Ê,Ê4 Nov 1980Ê,Ê6 Sep 2000Ê,Ê3 Dec 2002Ê,15 Mar 2001Ê,20 Feb 2008Ê
China,710,2008,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Yes,No,,,Yes,No,Yes,Yes,,Some,,,Ê8 Feb 2010 a,8-Aug-02,,,17 Jul 1980Ê,Ê4 Nov 1980Ê,Ê6 Sep 2000Ê,Ê3 Dec 2002Ê,15 Mar 2001Ê,20 Feb 2008Ê
China,710,2009,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Some,No,,,No,No,No,Yes,,Yes,,,Ê8 Feb 2010 a,8-Aug-02,,,17 Jul 1980Ê,Ê4 Nov 1980Ê,Ê6 Sep 2000Ê,Ê3 Dec 2002Ê,15 Mar 2001Ê,20 Feb 2008Ê
China,710,2010,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,,,Yes,No,No,Yes,,Some,,,Ê8 Feb 2010 a,8-Aug-02,,,17 Jul 1980Ê,Ê4 Nov 1980Ê,Ê6 Sep 2000Ê,Ê3 Dec 2002Ê,15 Mar 2001Ê,20 Feb 2008Ê
China,710,2011,Tier 2/2 Watch List,No,No,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,,,Yes,No,Yes,Yes,,Some,,,Ê8 Feb 2010 a,8-Aug-02,,,17 Jul 1980Ê,Ê4 Nov 1980Ê,Ê6 Sep 2000Ê,Ê3 Dec 2002Ê,15 Mar 2001Ê,20 Feb 2008Ê
Mongolia,712,2006,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,No,No mention,Yes,,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,5,,Yes,No mention,No,No mention,,Yes,,,27 Jun 2008 a,26-Feb-01,15-Mar-05,15-Mar-05,17 Jul 1980Ê,20 Jul 1981Ê,12 Nov 2001Ê,27 Jun 2003Ê,12 Nov 2001Ê,Ê6 Oct 2004Ê
Mongolia,712,2007,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,No,No mention,Yes,,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Yes,No,Yes,0,,No,No mention,No,No,,Yes,,,27 Jun 2008 a,26-Feb-01,15-Mar-05,15-Mar-05,17 Jul 1980Ê,20 Jul 1981Ê,12 Nov 2001Ê,27 Jun 2003Ê,12 Nov 2001Ê,Ê6 Oct 2004Ê
Mongolia,712,2008,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,No,No mention,Yes,,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Yes,Yes,34,,Yes,No mention,No,No mention,,Some,,,27 Jun 2008 a,26-Feb-01,15-Mar-05,15-Mar-05,17 Jul 1980Ê,20 Jul 1981Ê,12 Nov 2001Ê,27 Jun 2003Ê,12 Nov 2001Ê,Ê6 Oct 2004Ê
